Reaction ID,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details)
73611428,1,72,full reaction; has preparation,C16H18O2,C16H19NO2,129013,CC1(C)CC2=C(C(CO2)C2=CC=CC=C2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C(CO2)C1=CC=CC=C1,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,C16H19NO2,89 percent,89,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611429,1,72,full reaction; has preparation,"6,6-dimethyl-2-phenyl-6,7-dihydrobenzofuran-4(5H)-one","7,7-dimethyl-2-phenyl-4,6,7,8-tetrahydro-5H-furo[3,2-b]azepin-5-one",129013,CC1(C)CC2=C(C=C(O2)C2=CC=CC=C2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C=C(O2)C1=CC=CC=C1,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"7,7-dimethyl-2-phenyl-4,6,7,8-tetrahydro-5H-furo[3,2-b]azepin-5-one",86 percent,86,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611432,1,72,full reaction; has preparation,"2,3,3a,4,5,6,7,8a-octahydro-6,6,dimethylfuro[2,3-b][1]benzofuran-4-one","7,7-dimethyl-2,3,3a,4,6,7,8,9a-octahydro-5H-furo[3',2':4,5]furo[3,2-b]azepin-5-one",129013,CC1(C)CC2=C(C3CCOC3O2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C1CCOC1O2,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"7,7-dimethyl-2,3,3a,4,6,7,8,9a-octahydro-5H-furo[3',2':4,5]furo[3,2-b]azepin-5-one",91 percent,91,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611433,1,72,full reaction; has preparation,C12H14O3,"7,7-dimethyl-3a,4,6,7,8,9a-hexahydro-5H-furo[3',2':4,5]furo[3,2-b]azepin-5-one",129013,CC1(C)CC2=C(C3C=COC3O2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C1C=COC1O2,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"7,7-dimethyl-3a,4,6,7,8,9a-hexahydro-5H-furo[3',2':4,5]furo[3,2-b]azepin-5-one",89 percent,89,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611434,1,72,full reaction; has preparation,C13H16O3,"2,7,7-trimethyl-3a,4,6,7,8,9a-hexahydro-5H-furo[3',2':4,5]furo[3,2-b]azepin-5-one",129013,CC1=CC2C(O1)OC1=C2C(=O)CC(C)(C)C1>>CC1=CC2C(O1)OC1=C2NC(=O)CC(C)(C)C1,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"2,7,7-trimethyl-3a,4,6,7,8,9a-hexahydro-5H-furo[3',2':4,5]furo[3,2-b]azepin-5-one",85 percent,85,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611435,1,72,full reaction; has preparation,"3,3-Dimethyl-3,4,5a,6,7,8,9,9a-octahydro-2H-dibenzofuran-1-one","4,4-dimethyl-1,3,4,5,6a,7,8,9,10,10a-decahydro-2H-benzofuro[3,2-b]azepin-2-one",129013,CC1(C)CC2=C(C3CCCCC3O2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C1CCCCC1O2,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"4,4-dimethyl-1,3,4,5,6a,7,8,9,10,10a-decahydro-2H-benzofuro[3,2-b]azepin-2-one",86 percent,86,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611436,1,72,full reaction; has preparation,"3,3-dimethyl-3,4,5a,8,9,9a-hexahydro-2H-dibenzofuran-1-one","4,4-dimethyl-1,3,4,5,6a,9,10,10a-octahydro-2H-benzofuro[3,2-b]azepin-2-one",129013,CC1(C)CC2=C(C3CCC=CC3O2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C1CCC=CC1O2,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"4,4-dimethyl-1,3,4,5,6a,9,10,10a-octahydro-2H-benzofuro[3,2-b]azepin-2-one",87 percent,87,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611437,1,72,full reaction; has preparation,C14H18O2,"4,4-dimethyl-1,3,4,5,6a,7,10,10a-octahydro-2H-benzofuro[3,2-b]azepin-2-one",129013,CC1(C)CC2=C(C3CC=CCC3O2)C(=O)C1>>CC1(C)CC2=C(NC(=O)C1)C1CC=CCC1O2,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"4,4-dimethyl-1,3,4,5,6a,7,10,10a-octahydro-2H-benzofuro[3,2-b]azepin-2-one",86 percent,86,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
73611438,1,72,full reaction; has preparation,C15H20O2,"4,4,9-trimethyl-1,3,4,5,6a,7,10,10a-octahydro-2H-benzofuro[3,2-b]azepin-2-one",129013,CC1=CCC2OC3=C(C2C1)C(=O)CC(C)(C)C3>>CC1=CCC2OC3=C(NC(=O)CC(C)(C)C3)C2C1,Preparation,,,,1,,,,,,,,,Inert atmosphere; Heating,Beckmann Rearrangement,,,,Experimental part,,,"4,4,9-trimethyl-1,3,4,5,6a,7,10,10a-octahydro-2H-benzofuro[3,2-b]azepin-2-one",85 percent,85,,,water; zinc(II) chloride; hydroxylamine-O-sulfonic acid,,
221051,3,71,full reaction; has preparation,5-<1-(hydroxyimino)ethyl>-8-quinolinol,N-(8-hydroxyquinolin-5-yl)acetamide,198740,C\C(=N/O)C1=C2C=CC=NC2=C(O)C=C1>>CC(=O)NC1=C2C=CC=NC2=C(O)C=C1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,hydrogenchloride; acetic anhydride; acetic acid,,
221051,3,71,full reaction; has preparation,5-<1-(hydroxyimino)ethyl>-8-quinolinol,N-(8-hydroxyquinolin-5-yl)acetamide,198740,C\C(=N/O)C1=C2C=CC=NC2=C(O)C=C1>>CC(=O)NC1=C2C=CC=NC2=C(O)C=C1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,thionyl chloride; sulfuric acid,,
221051,3,71,full reaction; has preparation,5-<1-(hydroxyimino)ethyl>-8-quinolinol,N-(8-hydroxyquinolin-5-yl)acetamide,198740,C\C(=N/O)C1=C2C=CC=NC2=C(O)C=C1>>CC(=O)NC1=C2C=CC=NC2=C(O)C=C1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,thionyl chloride; chloroform,,
248548,2,71,full reaction; has preparation,1-dibenzothiophen-2-yl-ethanone oxime,2-acetylamino-dibenzothiophene,198740,C\C(=N/O)C1=CC2=C(SC3=CC=CC=C23)C=C1>>CC(=O)NC1=CC2=C(SC3=CC=CC=C23)C=C1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,phosphorus pentachloride; benzene,,
248548,2,71,full reaction; has preparation,1-dibenzothiophen-2-yl-ethanone oxime,2-acetylamino-dibenzothiophene,198740,C\C(=N/O)C1=CC2=C(SC3=CC=CC=C23)C=C1>>CC(=O)NC1=CC2=C(SC3=CC=CC=C23)C=C1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,hydrogenchloride; acetic anhydride; acetic acid,,
805891,2,71,full reaction; has preparation,(Z)-thiophene-2-carbaldehyde oxime,thiophene-2-carbonitrile,141914,O\N=C/C1=CC=CS1>>N#CC1=CC=CS1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,acetic anhydride,,
805891,2,71,full reaction; has preparation,(Z)-thiophene-2-carbaldehyde oxime,thiophene-2-carbonitrile,141914,O\N=C/C1=CC=CS1>>N#CC1=CC=CS1,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,sodium acetate; acetic anhydride,,
1037179,2,71,full reaction; has preparation,"dimethyl-2,2 hexadiene-3,4 al-oxime","dimethyl-2,2 hexadiene-3,4 nitrile",141922,CC=C=CC(C)(C)C=NO>>CC=C=CC(C)(C)C#N,Preparation,,,,1,,,,,4,,,,,,,,,,,,"dimethyl-2,2 hexadiene-3,4 nitrile",50 percent,50,,,phosphorus pentachloride,,diethyl ether
1037179,2,71,full reaction; has preparation,"dimethyl-2,2 hexadiene-3,4 al-oxime","dimethyl-2,2 hexadiene-3,4 nitrile",141922,CC=C=CC(C)(C)C=NO>>CC=C=CC(C)(C)C#N,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,phosphorus pentachloride,,
1037855,2,71,full reaction; has preparation,"trimethyl-2,2,5 hexadiene-3,4 al-oxime","trimethyl-2,2,5 hexadiene-3,4 nitrile",141922,CC(C)=C=CC(C)(C)C=NO>>CC(C)=C=CC(C)(C)C#N,Preparation,,,,1,,,,,4,,,,,,,,,,,,"trimethyl-2,2,5 hexadiene-3,4 nitrile",50 percent,50,,,phosphorus pentachloride,,diethyl ether
1037855,2,71,full reaction; has preparation,"trimethyl-2,2,5 hexadiene-3,4 al-oxime","trimethyl-2,2,5 hexadiene-3,4 nitrile",141922,CC(C)=C=CC(C)(C)C=NO>>CC(C)=C=CC(C)(C)C#N,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,phosphorus pentachloride,,
1038056,2,71,full reaction; has preparation,"trimethyl-2,2,5 heptadiene-3,4 al-oxime","trimethyl-2,2,5 heptadiene-3,4 nitrile",141922,CCC(C)=C=CC(C)(C)C=NO>>CCC(C)=C=CC(C)(C)C#N,Preparation,,,,1,,,,,4,,,,,,,,,,,,"trimethyl-2,2,5 heptadiene-3,4 nitrile",50 percent,50,,,phosphorus pentachloride,,diethyl ether
1038056,2,71,full reaction; has preparation,"trimethyl-2,2,5 heptadiene-3,4 al-oxime","trimethyl-2,2,5 heptadiene-3,4 nitrile",141922,CCC(C)=C=CC(C)(C)C=NO>>CCC(C)=C=CC(C)(C)C#N,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,phosphorus pentachloride,,
1041338,2,71,full reaction; has preparation,"pentamethylene-5 pentadiene-3,4 al-oxime","pentamethylene-5 pentadiene-3,4 nitrile",141922,CC(C)(C=NO)C=C=C1CCCCC1>>CC(C)(C=C=C1CCCCC1)C#N,Preparation,,,,1,,,,,4,,,,,,,,,,,,"pentamethylene-5 pentadiene-3,4 nitrile",50 percent,50,,,phosphorus pentachloride,,diethyl ether
1041338,2,71,full reaction; has preparation,"pentamethylene-5 pentadiene-3,4 al-oxime","pentamethylene-5 pentadiene-3,4 nitrile",141922,CC(C)(C=NO)C=C=C1CCCCC1>>CC(C)(C=C=C1CCCCC1)C#N,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,phosphorus pentachloride,,
1694487,2,71,full reaction; has preparation,Acetaldehyde oxime,ethanol; acetonitrile,141923; 228483,CC=NO>>CCO.CC#N,Preparation,,,,1,,,,,5,40,6080,,,,,,,,,Title compound not separated from byproducts,ethanol; acetonitrile,14 percent Chromat.; 68 percent Chromat.,,,,carbon monoxide; (CH3)2NC3H6NH-substituted polystyrene; water,hexarhodium hexadecacarbonyl,2-ethoxy-ethanol
1694487,2,71,full reaction; has preparation,Acetaldehyde oxime,ethanol; acetonitrile,141923; 228483,CC=NO>>CCO.CC#N,Chemical behaviour,,,,1,,,,,5,40,6080,,(CH3)2NC3H6NH-substituted polystyrene instead of TMPDA (48h),,Product distribution; Mechanism,,,,,,ethanol; acetonitrile,11 percent Chromat.; 64 percent Chromat.,,,,"N,N,N'N'-tetramethyl-1,3-propanediamine; carbon monoxide; water",hexarhodium hexadecacarbonyl,2-ethoxy-ethanol
2114465,2,71,full reaction; has preparation,"4,4-dimethylcyclohexanone oxime","5,5-dimethylazepan-2-one",124922,CC1(C)CCC(CC1)=NO>>CC1(C)CCNC(=O)CC1,Preparation,,,,1,,,,,,,,,Heating,,,,,,,,"5,5-dimethylazepan-2-one",80 percent,80,,,sulfuric acid,,
2114465,2,71,full reaction; has preparation,"4,4-dimethylcyclohexanone oxime","5,5-dimethylazepan-2-one",124922,CC1(C)CCC(CC1)=NO>>CC1(C)CCNC(=O)CC1,Preparation,,,,1,,,,,0.5,20,,,,Beckmann Rearrangement,,,,Experimental part,supporting information,,,,,,,thionyl chloride,,"1,4-dioxane"
2128076,9,71,full reaction; has preparation; has multi-step,prasterone acetate,3-acetoxy-17a-aza-17a-homo-androst-5-en-17-one,129013,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(C)=O>>[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@]1(C)NC(=O)CC[C@@]21[H])OC(C)=O,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,thionyl chloride; hydroxylamine hydrochloride; sodium acetate,,
2474513,1,71,full reaction; has preparation,"(Z)-methyl 3-phenyl-4-hydroxyimino-1,2,3,4-tetrahydronaphthalene-2-carboxylate","methyl 3,3,4,4,5,5-hexahydro-3-phenylbenzo<c>azepin-1-one-4-carboxylate",124922,COC(=O)[C@H]1CC2=C(C=CC=C2)\C(=N/O)[C@@H]1C1=CC=CC=C1>>COC(=O)C1CC2=C(C=CC=C2)C(=O)NC1C1=CC=CC=C1,Preparation,,,,1,,,,,4,50 - 60,,,,,,,,,,,"methyl 3,3,4,4,5,5-hexahydro-3-phenylbenzo<c>azepin-1-one-4-carboxylate",70 percent,70,,,formic acid; acetic anhydride; tin(ll) chloride,,
2494470,1,71,full reaction; has preparation,"diethyl 4-methoxyimino-3-(3,4-dimethoxyphenyl)-6,7-dimethoxytetralin-2,2-dicarboxylate","diethyl 3-(3,4-dimethoxyphenyl)-7,8-dimethoxy-2,3,4,5-tetrahydro-1H-benzo<c>azepin-1-one-4,4-dicarboxylate; diethyl 1-(3,4-dimethoxyphenyl)-6,7-dimethoxy-4-cyano-2,3-dihydro-1H-indene-2,2-dicarboxylate",141905; 124922,CCOC(=O)C1(CC2=C(C=C(OC)C(OC)=C2)\C(=N/OC)C1C1=CC=C(OC)C(OC)=C1)C(=O)OCC>>CCOC(=O)C1(CC2=C(C=C(OC)C(OC)=C2)C(=O)NC1C1=CC=C(OC)C(OC)=C1)C(=O)OCC.CCOC(=O)C1(CC2=C(C1C1=CC(OC)=C(OC)C=C1)C(OC)=C(OC)C=C2C#N)C(=O)OCC,Preparation,,,,1,,,,,3,100,,,,,,,,,,,"diethyl 3-(3,4-dimethoxyphenyl)-7,8-dimethoxy-2,3,4,5-tetrahydro-1H-benzo<c>azepin-1-one-4,4-dicarboxylate; diethyl 1-(3,4-dimethoxyphenyl)-6,7-dimethoxy-4-cyano-2,3-dihydro-1H-indene-2,2-dicarboxylate",40 percent; 32 percent,40; 32,,,tin(ll) chloride,,acetic anhydride
2499949,1,71,full reaction; has preparation,"(E,Z)-4-Oxo-4H-<1>benzofuro<3,2-b>thiopyran-2-carbaldoxim","4-Oxo-4H-<1>benzofuro<3,2-b>thiopyran-2-carbonitril",141913,ON=CC1=CC(=O)C2=C(S1)C1=C(O2)C=CC=C1>>O=C1C=C(SC2=C1OC1=C2C=CC=C1)C#N,Preparation,,,,1,,,,,3,,,,Heating,,,,,,,,"4-Oxo-4H-<1>benzofuro<3,2-b>thiopyran-2-carbonitril",51 percent,51,,,N-trifluoroacetylimidazole; trifluoroacetic acid,,tetrahydrofuran
2513521,1,71,full reaction; has preparation,"3-methyl-7-oximino-2-oxo-5-phenyl-2,3,5,6-tetrahydrocyclopenta<f>benzoxazole","2,8-dioxo-3-methyl-5-phenyl-2,3,5,6,7,8-hexahydropyrido<4,3-f>benzoxazole",124922,CN1C(=O)OC2=C1C=C1C(CC(=NO)C1=C2)C1=CC=CC=C1>>CN1C(=O)OC2=C1C=C1C(CNC(=O)C1=C2)C1=CC=CC=C1,Preparation,,,,1,,,,,1.5,120,,,,,,,,,,,"2,8-dioxo-3-methyl-5-phenyl-2,3,5,6,7,8-hexahydropyrido<4,3-f>benzoxazole",60 percent,60,,,PPA,,
2536968,1,71,full reaction; has preparation,"1-Ethyl-2-thioxo-1,2-dihydro-pyridine-3-carbaldehyde oxime","1-Ethyl-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",141921,CCN1C=CC=C(C=NO)C1=S>>CCN1C=CC=C(C#N)C1=S,Preparation,,,,1,,,,,2,,,,Heating,,,,,,,,"1-Ethyl-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",60 percent,60,,,aluminum oxide,,toluene
2539331,1,71,full reaction; has preparation,"Furo[3,2-b]pyridine-2-carbaldehyde oxime","2-cyanofuro<3,2-b>pyridine",141914,ON=CC1=CC2=C(O1)C=CC=N2>>N#CC1=CC2=C(O1)C=CC=N2,Preparation,,,,1,,,,,1.5,,,,Heating,,,,,,,,"2-cyanofuro<3,2-b>pyridine",64 percent,64,,,"pyridine; 1,3,5-trichloro-2,4,6-triazine",,dichloromethane
2544469,1,71,full reaction; has preparation,"1-Isopropyl-2-thioxo-1,2-dihydro-pyridine-3-carbaldehyde oxime","1-Isopropyl-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",141921,CC(C)N1C=CC=C(C=NO)C1=S>>CC(C)N1C=CC=C(C#N)C1=S,Preparation,,,,1,,,,,2,,,,Heating,,,,,,,,"1-Isopropyl-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",57 percent,57,,,aluminum oxide,,toluene
2563227,1,71,full reaction; has preparation,"1-(4-Dimethylamino-phenyl)-2-thioxo-1,2-dihydro-pyridine-3-carbaldehyde oxime","1-(4-Dimethylamino-phenyl)-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",141921,CN(C)C1=CC=C(C=C1)N1C=CC=C(C=NO)C1=S>>CN(C)C1=CC=C(C=C1)N1C=CC=C(C#N)C1=S,Preparation,,,,1,,,,,2,,,,Heating,,,,,,,,"1-(4-Dimethylamino-phenyl)-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",58 percent,58,,,aluminum oxide,,toluene
2577215,1,71,full reaction; has preparation,"1-(4-Nitro-phenyl)-2-thioxo-1,2-dihydro-pyridine-3-carbaldehyde oxime","1-(4-Nitro-phenyl)-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",141921,ON=CC1=CC=CN(C2=CC=C(C=C2)N(=O)=O)C1=S>>O=N(=O)C1=CC=C(C=C1)N1C=CC=C(C#N)C1=S,Preparation,,,,1,,,,,2,,,,Heating,,,,,,,,"1-(4-Nitro-phenyl)-2-thioxo-1,2-dihydro-pyridine-3-carbonitrile",55 percent,55,,,aluminum oxide,,toluene
2827554,1,71,full reaction; has preparation,"(3S)-2,3-(cyclohexylidenedioxy)butanenitrile oxime","(2R,3S)-2,3-(cyclohexylidenedioxy)butanenitrile; (2S,3S)-2,3-(cyclohexylidenedioxy)butanenitrile",141923; 141923,C[C@@H]1OC2(CCCCC2)OC1C=NO.C[C@@H]1OC2(CCCCC2)OC1C=NO>>C[C@@H]1OC2(CCCCC2)O[C@@H]1C#N.C[C@@H]1OC2(CCCCC2)O[C@H]1C#N,Preparation,,,,1,,,,,3,80,,,,,,,,,,,"(2R,3S)-2,3-(cyclohexylidenedioxy)butanenitrile; (2S,3S)-2,3-(cyclohexylidenedioxy)butanenitrile",13 mg; 90 mg,,,,triethylamine; triphenylphosphine,,"tetrachloromethane; 1,2-dichloro-ethane"
2839573,1,71,full reaction; has preparation,1-tert-Butyl-5-(hydroxyimino-methyl)-1H-pyrazole-4-carboxylic acid ethyl ester,1-tert-butyl-5-cyano-1H-pyrazole-4-carboxylic acid ethyl ester,141917,CCOC(=O)C1=C(C=NO)N(N=C1)C(C)(C)C>>CCOC(=O)C1=C(C#N)N(N=C1)C(C)(C)C,Preparation,,,,1,,,,,16,,,,Ambient temperature,,,,,,,,1-tert-butyl-5-cyano-1H-pyrazole-4-carboxylic acid ethyl ester,61 percent,61,,,thionyl chloride,,diethyl ether
2909050,1,71,full reaction; has preparation,"9,14-dimethylcyclononaadeca-2,4,6,8,14,16,18-heptaene-10,12-diynone oxime","8,13-dimethyl-1-azacycloicosa-3,5,7,13,15,17,19-heptaene-9,11-diyn-2-one",124922,C\C1=C\C=C\C=C\C=C\C(\C=C\C=C\C=C(C)/C#CC#C1)=NO>>C\C1=C\C=C\C=C\C=C/NC(=O)\C=C\C=C\C=C(C)/C#CC#C1,Preparation,,,,1,,,,,4,,,,Ambient temperature,,,,,,,,"8,13-dimethyl-1-azacycloicosa-3,5,7,13,15,17,19-heptaene-9,11-diyn-2-one",68.4 percent,68.4,,,phosphorus pentachloride,,tetrahydrofuran
3054586,1,71,full reaction; has preparation,C20H29NO3S2,"2,7-Di-tert-butyl-6,7-dihydro-4H-[1,4]thiazepin-5-one; 2,7-Di-tert-butyl-3,4-dihydro-2H-[1,4]thiazepin-5-one",124912; 124922,CC1=CC=C(C=C1)S(=O)(=O)ON=C1CC(SC(=C1)C(C)(C)C)C(C)(C)C>>CC(C)(C)C1CC(=O)NC=C(S1)C(C)(C)C.CC(C)(C)C1CNC(=O)C=C(S1)C(C)(C)C,Preparation,,,,1,,,,,5,80,,,,,,,,,,,"2,7-Di-tert-butyl-6,7-dihydro-4H-[1,4]thiazepin-5-one; 2,7-Di-tert-butyl-3,4-dihydro-2H-[1,4]thiazepin-5-one",48 percent; 25 percent,48; 25,,,triethylamine,,"1,4-dioxane; water"
3057474,2,71,full reaction; has preparation; has multi-step,"(Z)-2,2-dimethylcholest-4-en-3-one oxime","2,2-dimethyl-3-aza-A-homocholest-4a-en-4-one",124922,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C\C(=N\O)C(C)(C)C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C>>[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)NC(C)(C)C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,Preparation,,,,1,,,,,0.333333,,,,Ambient temperature,,,,,,,,"2,2-dimethyl-3-aza-A-homocholest-4a-en-4-one",63 percent,63,,,thionyl chloride,,"1,4-dioxane"
3129243,1,71,full reaction; has preparation,acetoximino-5 nitro-2 benzofuranne,acetamido-5 nitro-2 benzofuranne,198740,CC(=NO)C1=CC=C2OC(=CC2=C1)N(=O)=O>>CC(=O)NC1=CC=C2OC(=CC2=C1)N(=O)=O,Preparation,,,,1,,,,,4,,,,Heating,,,,,,,,acetamido-5 nitro-2 benzofuranne,80 percent,80,,,trifluoroacetic acid,,
3130966,1,71,full reaction; has preparation,phenyl 3-quinolylmethyl ketone oxime,N-phenyl-3-quinolylacetamide,198740,ON=C(CC1=CC2=C(C=CC=C2)N=C1)C1=CC=CC=C1>>O=C(CC1=CC2=C(C=CC=C2)N=C1)NC1=CC=CC=C1,Preparation,,,,1,,,,,20,,,,Ambient temperature; adding 0-5 deg C,,,,,,,,N-phenyl-3-quinolylacetamide,55 percent,55,,,phosphorus pentachloride,,diethyl ether
3192928,1,71,full reaction; has preparation,2-Phenylsulfanyl-cyclopentanone oxime,3-(phenylthio)piperidin-2-one; (E)-5-Phenylsulfanyl-pent-4-enenitrile,141905; 124922,O\N=C1\CCCC1SC1=CC=CC=C1>>O=C1NCCCC1SC1=CC=CC=C1.N#CCC\C=C\SC1=CC=CC=C1,Preparation,,,,1,,,,,,,,,Heating,,,,,,,,3-(phenylthio)piperidin-2-one; (E)-5-Phenylsulfanyl-pent-4-enenitrile,5 percent; 73 percent,5; 73,,,methanesulfonyl chloride,,pyridine
3218707,1,71,full reaction; has preparation,"2,2-dimethyl-4,4-diphenylbut-3-enal O-trifluoroacetyloxime","2,2-dimethyl-4,4-diphenylbut-3-enonitrile; 2,2-dimethyl-3,3-diphenylcyclopropanecarbonitrile",141922; 141503,CC(C)(C=NOC(=O)C(F)(F)F)C=C(C1=CC=CC=C1)C1=CC=CC=C1>>CC(C)(C=C(C1=CC=CC=C1)C1=CC=CC=C1)C#N.CC1(C)C(C#N)C1(C1=CC=CC=C1)C1=CC=CC=C1,Preparation,,,,1,,,,,0.166667,,,,Irradiation,,,,,,,,"2,2-dimethyl-4,4-diphenylbut-3-enonitrile; 2,2-dimethyl-3,3-diphenylcyclopropanecarbonitrile",14 percent; 80 percent,14; 80,,,,acetophenone,benzene
3279499,1,71,full reaction; has preparation,"methyl 2-(hydroxyimino)methyl-6-methyl-4-(2-nitrophenyl)-5-(2-oxo-1,3,2-dioxaphosphorinan-2-yl)-1,4-dihydropyridine-3-carboxylate","methyl 2-cyano-6-methyl-4-(2-nitrophenyl)-5-(2-oxo-1,3,2-dioxaphosphorinan-2-yl)-1,4-dihydropyridine-3-carboxylate",141917,COC(=O)C1=C(NC(C)=C(C1C1=CC=CC=C1N(=O)=O)P1(=O)OCCCO1)C=NO>>COC(=O)C1=C(NC(C)=C(C1C1=CC=CC=C1N(=O)=O)P1(=O)OCCCO1)C#N,Preparation,,,,1,,,,,48,,,,Heating,,,,,,,,"methyl 2-cyano-6-methyl-4-(2-nitrophenyl)-5-(2-oxo-1,3,2-dioxaphosphorinan-2-yl)-1,4-dihydropyridine-3-carboxylate",64.7 percent,64.7,,,"1,1'-carbonyldiimidazole",,dichloromethane
3476819,1,71,full reaction; has preparation,9-formylacridine oxime,acridine-9-carbonitrile,141918,O\N=C/C1=C2C=CC=CC2=NC2=C1C=CC=C2>>N#CC1=C2C=CC=CC2=NC2=CC=CC=C12,Preparation,,,,1,,,,,20,,,,Heating,,,,,,,,acridine-9-carbonitrile,74 percent,74,,,morpholine,,water
3585508,1,71,full reaction; has preparation,"cis-2-benzyl-6-chloro-1,2,3,3a-tetrahydro-8aH-indeno<1,2-c>pyrrole-8-one oxime","cis-2-benzyl-7-chloro-1,2,3,3a,4,9b-hexahydro-5H-pyrrolo<3,4-c>isoquinoline-5-one",124922,[H][C@]12CN(CC3=CC=CC=C3)C[C@@]1([H])C(=NO)C1=C2C=CC(Cl)=C1>>[H][C@]12CN(CC3=CC=CC=C3)C[C@@]1([H])C1=CC=C(Cl)C=C1C(=O)N2,Preparation,,,,1,,,,,1,200,,,,,,,,,,,"cis-2-benzyl-7-chloro-1,2,3,3a,4,9b-hexahydro-5H-pyrrolo<3,4-c>isoquinoline-5-one",63 percent,63,,,PPA,,
3613773,1,71,full reaction; has preparation,2-formyl-3-(1-pyrrolyl)-4(3H)-quinazolinone oxime,2-cyano-3-(1-pyrrolyl)-4(3H)-quinazolinone,141915,ON=CC1=NC2=CC=CC=C2C(=O)N1N1C=CC=C1>>O=C1N(N2C=CC=C2)C(=NC2=CC=CC=C12)C#N,Preparation,,,,1,,,,,2,,,,Heating,,,,,,,,2-cyano-3-(1-pyrrolyl)-4(3H)-quinazolinone,70 percent,70,,,trichlorophosphate,,"N,N-dimethyl-formamide"
